,date_added
5470,"February 22, 2017"
5471,"February 22, 2017"
5472,"February 22, 2017"
5473,"April 22, 2017"
5474,"April 22, 2017"
5475,"October 28, 2020"
5476,"February 22, 2017"
5477,"April 22, 2017"
5478,"April 22, 2017"
5479,"October 3, 2017"
5480,"January 4, 2019"
5481,"May 17, 2019"
5482,"February 9, 2018"
5483,"March 25, 2019"
5484,"October 3, 2019"
5485,"December 28, 2018"
5486,"December 4, 2020"
5487,"March 20, 2020"
5488,"August 16, 2019"
5489,"August 7, 2020"
5490,"January 31, 2017"
5491,"March 10, 2017"
5492,"October 1, 2019"
5493,"December 23, 2016"
5494," December 1, 2019"
5495,"December 15, 2017"
5496,"August 24, 2020"
5497,"March 10, 2018"
5498,"April 17, 2020"
5499,"September 1, 2019"
5500,"October 2, 2020"
5501,"July 31, 2020"
5502,"March 1, 2017"
5503,"June 15, 2018"
5504,"December 1, 2018"
5505,"January 10, 2020"
5506,"November 5, 2019"
5507,"April 6, 2018"
5508,"April 1, 2020"
5509,"November 1, 2018"
5510,"June 26, 2020"
5511,"June 26, 2020"
5512,"December 13, 2019"
5513,"October 15, 2017"
5514,"October 6, 2018"
5515,"December 1, 2018"
5516,"February 23, 2018"
5517,"March 14, 2019"
5518,"October 18, 2019"
5519,"August 16, 2020"
5520,"January 1, 2021"
5521,"January 1, 2021"
5522,"July 10, 2017"
5523,"September 1, 2020"
5524,"January 17, 2020"
5525,"January 2, 2020"
5526,"December 15, 2017"
5527,"August 16, 2019"
5528,"July 20, 2019"
5529,"May 19, 2019"
5530,"May 11, 2019"
5531,"April 15, 2019"
5532,"November 6, 2019"
5533,"January 27, 2017"
5534,"January 1, 2018"
5535,"July 5, 2020"
5536,"January 10, 2019"
5537,"March 1, 2018"
5538,"July 26, 2020"
5539,"March 1, 2018"
5540,"September 13, 2019"
5541,"March 1, 2018"
5542,"August 16, 2018"
5543,"November 2, 2019"
5544,"October 23, 2020"
5545,"December 22, 2020"
5546,"March 17, 2020"
5547,"December 22, 2020"
5548,"March 1, 2018"
5549,"November 23, 2020"
5550,"November 25, 2020"
5551,"March 20, 2020"
5552,"February 4, 2020"
5553,"April 25, 2020"
5554,"May 15, 2020"
5555,"February 27, 2019"
5556,"May 24, 2019"
5557,"November 20, 2019"
5558,"December 10, 2020"
5559,"November 22, 2019"
5560,"December 29, 2017"
5561,"April 25, 2017"
5562,"May 15, 2017"
5563,"January 1, 2021"
5564,"December 8, 2017"
5565,"January 27, 2020"
5566,"June 9, 2017"
5567,"October 29, 2019"
5568,"July 29, 2020"
5569,"October 26, 2018"
5570,"December 31, 2019"
5571,"February 22, 2019"
5572,"June 21, 2019"
5573,"May 15, 2019"
5574,"February 1, 2020"
5575,"November 15, 2018"
5576,"November 15, 2018"
5577,"November 15, 2018"
5578,"May 31, 2019"
5579,"October 30, 2018"
5580,"July 18, 2019"
5581,"April 15, 2019"
5582,"July 1, 2019"
5583,"November 24, 2019"
5584,"November 17, 2017"
5585,"August 10, 2017"
5586,"September 9, 2018"
5587,"December 29, 2013"
5588,"December 15, 2018"
5589,"March 1, 2018"
5590,"March 1, 2018"
5591,"September 5, 2018"
5592,"May 7, 2020"
5593,"May 7, 2020"
5594,"May 23, 2020"
5595,"May 3, 2018"
5596,"July 6, 2019"
5597,"November 23, 2018"
5598,"March 31, 2020"
5599,"October 30, 2018"
5600,"September 7, 2018"
5601,"November 1, 2018"
5602,"October 1, 2019"
5603,"September 16, 2020"
5604,"December 3, 2018"
5605,"June 4, 2019"
5606,"December 13, 2019"
5607,"April 1, 2017"
5608,"January 26, 2020"
5609,"November 17, 2018"
5610,"March 16, 2020"
5611,"September 15, 2017"
5612,"May 1, 2018"
5613,"August 20, 2019"
5614,"August 13, 2020"
5615,"May 5, 2017"
5616,"August 5, 2020"
5617,"May 15, 2017"
5618," January 11, 2019"
5619,"July 23, 2020"
5620,"December 16, 2019"
5621,"September 16, 2020"
5622,"August 7, 2020"
5623,"July 24, 2020"
5624,"October 15, 2017"
5625,"November 22, 2019"
5626,"July 15, 2017"
5627,"November 19, 2020"
5628,"September 28, 2018"
5629,"December 22, 2018"
5630,"July 18, 2020"
5631,"June 10, 2017"
5632,"June 1, 2018"
5633,"October 16, 2019"
5634,"October 1, 2019"
5635,"August 9, 2019"
5636,"January 1, 2020"
5637,"December 21, 2018"
5638,"December 16, 2016"
5639,"February 14, 2016"
5640,"September 1, 2020"
5641,"March 7, 2019"
5642,"September 1, 2018"
5643,"March 8, 2020"
5644,"February 27, 2020"
5645,"June 28, 2020"
5646,"July 15, 2020"
5647,"December 17, 2018"
5648,"October 1, 2016"
5649,"December 15, 2018"
5650,"April 1, 2017"
5651,"July 4, 2019"
5652,"October 14, 2016"
5653,"August 5, 2017"
5654,"September 2, 2020"
5655,"June 27, 2018"
5656,"September 28, 2018"
5657,"January 16, 2019"
5658,"September 27, 2019"
5659,"April 15, 2017"
5660,"June 23, 2020"
5661,"October 2, 2017"
5662,"October 31, 2019"
5663,"February 13, 2020"
5664,"August 1, 2019"
5665,"May 15, 2020"
5666,"March 1, 2020"
5667,"November 1, 2019"
5668,"January 1, 2020"
5669,"December 31, 2018"
5670,"December 6, 2019"
5671,"July 26, 2018"
5672,"April 28, 2017"
5673,"June 1, 2019"
5674,"May 19, 2018"
5675,"July 12, 2019"
5676,"May 15, 2017"
5677,"June 1, 2017"
5678,"July 27, 2018"
5679,"September 22, 2015"
5680,"September 25, 2020"
5681,"January 10, 2020"
5682,"January 1, 2020"
5683,"November 1, 2020"
5684,"May 1, 2019"
5685,"September 9, 2020"
5686,"July 1, 2018"
5687,"March 19, 2019"
5688,"October 15, 2020"
5689,"January 5, 2019"
5690,"June 24, 2016"
5691,"March 30, 2018"
5692,"October 8, 2018"
5693,"September 1, 2017"
5694,"April 2, 2020"
5695,"September 1, 2020"
5696,"January 11, 2019"
5697,"September 1, 2018"
5698,"January 9, 2019"
5699,"January 9, 2019"
5700,"February 15, 2018"
5701,"October 16, 2015"
5702,"December 18, 2017"
5703,"October 30, 2020"
5704,"April 19, 2019"
5705,"October 16, 2020"
5706,"October 1, 2016"
5707,"March 1, 2018"
5708,"May 26, 2018"
5709,"August 1, 2019"
5710,"May 1, 2018"
5711,"June 30, 2018"
5712,"June 15, 2019"
5713,"July 4, 2018"
5714,"November 1, 2018"
5715,"July 19, 2018"
5716,"September 10, 2020"
5717,"December 15, 2020"
5718,"January 18, 2019"
5719,"January 29, 2020"
5720,"December 10, 2016"
5721,"January 24, 2020"
5722,"October 13, 2018"
5723,"June 2, 2020"
5724,"May 25, 2019"
5725,"January 16, 2020"
5726,"July 1, 2018"
5727,"May 17, 2020"
5728,"July 1, 2019"
5729,"December 18, 2019"
5730,"November 18, 2016"
5731,"July 3, 2020"
5732,"August 1, 2019"
5733,"May 29, 2020"
5734,"December 1, 2019"
5735,"March 31, 2020"
5736,"November 1, 2016"
5737,"February 15, 2017"
5738,"November 1, 2019"
5739,"September 1, 2018"
5740,"February 1, 2019"
5741," February 1, 2015"
5742,"April 12, 2019"
5743,"July 5, 2020"
5744,"April 29, 2016"
5745,"December 9, 2016"
5746,"February 20, 2020"
5747,"July 6, 2017"
5748,"January 9, 2020"
5749,"June 3, 2020"
5750,"March 6, 2020"
5751,"October 30, 2017"
5752,"July 1, 2017"
5753,"November 1, 2019"
5754,"June 26, 2019"
5755,"January 1, 2020"
5756,"October 18, 2019"
5757,"December 8, 2020"
5758,"September 4, 2020"
5759,"December 6, 2019"
5760,"April 5, 2019"
5761,"May 1, 2018"
5762,"November 1, 2019"
5763,"May 12, 2018"
5764," August 13, 2018"
5765,"November 18, 2009"
5766,"November 30, 2020"
5767,"September 1, 2019"
5768,"October 15, 2016"
5769,"July 22, 2020"
5770,"January 10, 2021"
5771,"December 16, 2018"
5772,"April 15, 2020"
5773,"April 1, 2019"
5774,"March 8, 2019"
5775,"April 1, 2019"
5776,"February 19, 2019"
5777,"November 30, 2018"
5778,"June 1, 2016"
5779,"August 28, 2018"
5780,"August 8, 2019"
5781,"June 28, 2019"
5782,"December 24, 2018"
5783,"December 11, 2018"
5784,"February 5, 2017"
5785,"October 1, 2017"
5786,"January 1, 2017"
5787,"October 1, 2017"
5788,"April 2, 2018"
5789,"October 1, 2017"
5790,"June 26, 2018"
5791,"April 16, 2015"
5792,"September 8, 2020"
5793,"October 6, 2020"
5794,"July 1, 2020"
5795,"December 1, 2020"
5796,"August 29, 2019"
5797,"August 7, 2020"
5798,"July 1, 2019"
5799,"October 18, 2020"
5800,"March 7, 2019"
5801,"July 8, 2020"
5802,"September 1, 2016"
5803,"August 17, 2018"
5804,"March 21, 2019"
5805,"September 15, 2019"
5806,"July 1, 2016"
5807,"March 15, 2020"
5808,"March 14, 2018"
5809,"November 1, 2019"
5810,"June 6, 2019"
5811,"January 19, 2018"
5812,"September 1, 2018"
5813,"January 15, 2017"
5814,"January 16, 2020"
5815,"May 25, 2018"
5816,"March 15, 2018"
5817,"September 14, 2018"
5818,"December 30, 2020"
5819,"May 14, 2019"
5820,"November 1, 2018"
5821,"December 16, 2017"
5822,"October 23, 2020"
5823,"July 1, 2019"
5824,"September 8, 2017"
5825,"February 15, 2015"
5826,"July 22, 2019"
5827,"July 5, 2018"
5828,"October 15, 2017"
5829,"October 7, 2016"
5830,"June 26, 2020"
5831,"August 30, 2020"
5832,"October 1, 2011"
5833,"October 26, 2017"
5834,"August 16, 2020"
5835,"October 1, 2020"
5836,"July 4, 2019"
5837,"May 15, 2020"
5838,"January 1, 2016"
5839,"June 18, 2020"
5840,"June 7, 2019"
5841,"October 13, 2019"
5842,"April 26, 2019"
5843,"July 21, 2020"
5844,"September 7, 2018"
5845,"March 13, 2018"
5846,"January 1, 2020"
5847,"April 7, 2017"
5848,"September 1, 2019"
5849,"January 1, 2021"
5850,"October 1, 2018"
5851,"November 24, 2019"
5852,"September 15, 2017"
5853,"February 11, 2017"
5854,"November 23, 2020"
5855,"January 18, 2019"
5856,"December 21, 2018"
5857,"January 1, 2020"
5858,"January 1, 2020"
5859,"January 8, 2021"
5860,"February 16, 2019"
5861,"April 16, 2020"
5862,"October 15, 2018"
5863,"September 27, 2019"
5864,"August 30, 2019"
5865,"November 11, 2019"
5866,"October 14, 2015"
5867,"October 30, 2020"
5868,"September 5, 2018"
5869,"August 1, 2018"
5870,"October 1, 2017"
5871,"November 16, 2019"
5872,"July 31, 2020"
5873,"July 31, 2020"
5874,"November 27, 2020"
5875,"July 1, 2016"
5876,"June 5, 2017"
5877,"December 1, 2019"
5878,"March 19, 2020"
5879,"July 10, 2016"
5880,"April 29, 2020"
5881,"April 6, 2018"
5882,"June 15, 2018"
5883,"April 1, 2020"
5884,"November 15, 2019"
5885,"July 15, 2020"
5886,"March 15, 2017"
5887,"June 28, 2019"
5888,"June 18, 2019"
5889,"January 1, 2018"
5890,"June 29, 2019"
5891,"November 9, 2018"
5892,"October 4, 2019"
5893,"December 7, 2018"
5894,"August 16, 2019"
5895,"April 16, 2019"
5896,"September 14, 2018"
5897,"June 7, 2019"
5898,"November 26, 2019"
5899,"October 5, 2018"
5900,"October 9, 2020"
5901,"December 8, 2020"
5902,"August 1, 2020"
5903,"October 4, 2019"
5904,"March 1, 2018"
5905,"December 1, 2020"
5906,"January 1, 2021"
5907,"November 1, 2019"
5908,"May 25, 2020"
5909,"March 24, 2019"
5910,"October 1, 2019"
5911,"July 2, 2020"
5912,"June 5, 2020"
5913,"March 1, 2017"
5914,"November 20, 2019"
5915,"May 1, 2019"
5916,"February 15, 2019"
5917,"October 9, 2018"
5918,"January 1, 2021"
5919,"January 28, 2019"
5920,"January 28, 2019"
5921,"January 6, 2021"
5922,"August 1, 2017"
5923,"September 15, 2019"
5924,"April 13, 2020"
5925,"April 13, 2020"
5926,"November 15, 2020"
5927,"May 24, 2018"
5928,"December 10, 2018"
5929,"March 1, 2017"
5930,"April 3, 2019"
5931,"May 30, 2019"
5932,"March 1, 2018"
5933,"December 31, 2019"
5934,"May 1, 2018"
5935,"March 1, 2018"
5936,"September 24, 2017"
5937,"January 1, 2020"
5938,"May 19, 2020"
5939,"December 1, 2019"
5940,"December 25, 2019"
5941,"July 1, 2019"
5942,"January 30, 2019"
5943,"August 1, 2018"
5944,"October 1, 2020"
5945,"February 1, 2019"
5946,"June 10, 2017"
5947,"August 16, 2018"
5948,"July 1, 2019"
5949,"July 30, 2018"
5950,"July 15, 2020"
5951,"December 15, 2019"
5952,"February 21, 2020"
5953,"March 1, 2018"
5954,"January 10, 2021"
5955,"March 15, 2018"
5956,"September 15, 2020"
5957,"July 15, 2018"
5958,"February 14, 2020"
5959,"July 7, 2017"
5960,"May 16, 2019"
5961,"August 24, 2018"
5962,"January 20, 2017"
5963,"September 1, 2020"
5964,"March 16, 2018"
5965," January 12, 2019"
5966,"November 3, 2019"
5967,"August 15, 2020"
5968,"December 15, 2019"
5969,"December 18, 2020"
5970,"January 5, 2019"
5971,"October 10, 2018"
5972,"June 7, 2019"
5973,"June 28, 2019"
5974,"February 15, 2020"
5975,"September 13, 2019"
5976,"July 29, 2016"
5977,"October 15, 2017"
5978,"August 2, 2018"
5979,"January 14, 2021"
5980,"April 3, 2019"
5981,"July 15, 2018"
5982,"July 5, 2020"
5983,"January 1, 2019"
5984,"May 19, 2020"
5985,"November 20, 2018"
5986,"March 1, 2018"
5987,"December 31, 2020"
5988,"June 23, 2018"
5989,"June 23, 2017"
5990,"May 9, 2019"
5991,"October 18, 2019"
5992,"June 29, 2018"
5993,"October 19, 2020"
5994,"April 1, 2020"
5995,"February 5, 2019"
5996,"December 31, 2018"
5997,"March 3, 2020"
5998,"July 1, 2019"
5999,"July 1, 2019"
6000,"November 19, 2020"
6001,"September 25, 2017"
6002,"April 29, 2016"
6003,"February 3, 2020"
6004,"January 1, 2019"
6005,"December 6, 2019"
6006,"December 1, 2019"
6007,"December 2, 2018"
6008,"April 29, 2019"
6009,"December 15, 2020"
6010,"March 1, 2018"
6011,"August 14, 2020"
6012,"January 15, 2017"
6013,"May 1, 2019"
6014,"January 1, 2020"
6015,"January 1, 2020"
6016,"August 2, 2018"
6017,"October 18, 2019"
6018,"December 1, 2016"
6019,"December 2, 2017"
6020,"July 15, 2018"
6021,"February 12, 2019"
6022,"August 2, 2018"
6023,"December 31, 2017"
6024,"February 16, 2020"
6025,"January 1, 2020"
6026,"January 1, 2020"
6027,"May 1, 2016"
6028,"September 26, 2017"
6029,"April 1, 2016"
6030,"March 12, 2019"
6031,"August 10, 2020"
6032,"September 1, 2018"
6033,"October 26, 2018"
6034,"October 15, 2017"
6035,"December 1, 2017"
6036,"March 31, 2018"
6037,"October 1, 2018"
6038,"May 25, 2019"
6039,"June 26, 2020"
6040,"June 28, 2020"
6041,"February 3, 2020"
6042,"August 2, 2018"
6043," November 1, 2017"
6044,"March 7, 2019"
6045,"April 1, 2019"
6046,"March 22, 2019"
6047,"October 8, 2020"
6048,"April 25, 2017"
6049,"October 31, 2020"
6050,"February 19, 2019"
6051,"November 15, 2019"
6052,"November 30, 2020"
6053,"September 28, 2018"
6054,"June 13, 2019"
6055,"February 15, 2019"
6056,"September 1, 2013"
6057,"April 6, 2018"
6058,"December 13, 2019"
6059,"August 30, 2019"
6060,"November 29, 2019"
6061,"July 1, 2019"
6062,"July 15, 2018"
6063,"September 18, 2017"
6064,"May 10, 2017"
6066,"January 26, 2018"
6067,"December 2, 2020"
6068,"April 18, 2018"
6069,"November 20, 2019"
6070,"April 1, 2018"
6071,"October 28, 2016"
6072,"August 24, 2018"
6073,"January 1, 2018"
6074,"June 15, 2019"
6075,"March 21, 2019"
6076,"September 18, 2020"
6077,"June 15, 2020"
6078,"October 1, 2020"
6079,"December 7, 2018"
6080,"January 1, 2021"
6081,"January 1, 2020"
6082," July 1, 2017"
6083,"September 14, 2018"
6084,"February 27, 2020"
6085,"March 11, 2020"
6086,"June 13, 2019"
6087," December 14, 2018"
6088,"May 10, 2017"
6089,"December 26, 2019"
6090,"November 20, 2020"
6091,"February 26, 2020"
6092,"March 15, 2018"
6093,"December 8, 2018"
6094,"July 1, 2020"
6095,"April 25, 2020"
6096,"March 6, 2019"
6097,"March 15, 2020"
6098,"December 30, 2018"
6099,"October 25, 2019"
6100,"October 31, 2017"
6101,"July 3, 2020"
6102,"October 13, 2017"
6103,"September 10, 2020"
6104,"December 1, 2019"
6105,"December 1, 2020"
6106,"February 21, 2018"
6107,"September 22, 2017"
6108,"December 15, 2018"
6109,"April 1, 2017"
6110,"November 16, 2018"
6111,"February 7, 2020"
6112,"September 24, 2017"
6113,"August 16, 2018"
6114,"September 11, 2020"
6115,"April 9, 2019"
6116,"July 11, 2014"
6117,"March 31, 2017"
6118,"May 19, 2020"
6119,"November 27, 2020"
6120,"July 21, 2019"
6121,"September 18, 2017"
6122,"November 3, 2020"
6123,"November 13, 2020"
6124,"November 11, 2016"
6125,"September 19, 2016"
6126,"February 1, 2019"
6127,"February 1, 2019"
6128,"February 22, 2019"
6129,"May 18, 2020"
6130,"December 9, 2020"
6131,"December 31, 2018"
6132,"October 2, 2020"
6133,"October 1, 2018"
6134,"December 28, 2018"
6135,"November 1, 2017"
6136,"June 7, 2019"
6137,"October 3, 2018"
6138,"August 7, 2017"
6139,"May 18, 2019"
6140,"September 18, 2020"
6141,"June 18, 2020"
6142,"March 29, 2019"
6143,"July 27, 2018"
6144,"August 1, 2017"
6145,"October 11, 2019"
6146,"January 18, 2020"
6147,"September 20, 2020"
6148,"October 10, 2015"
6149,"August 2, 2018"
6150,"February 21, 2020"
6151,"November 27, 2019"
6152,"August 1, 2017"
6153,"February 1, 2019"
6154,"December 26, 2019"
6155,"July 1, 2019"
6156,"October 1, 2020"
6157,"February 1, 2014"
6158,"November 17, 2020"
6159,"September 1, 2020"
6160,"March 10, 2017"
6161,"November 1, 2019"
6162,"October 1, 2019"
6163,"June 1, 2019"
6164,"June 1, 2020"
6165,"January 1, 2019"
6166,"November 2, 2019"
6167,"March 1, 2019"
6168,"September 30, 2020"
6169,"September 30, 2020"
6170,"January 15, 2020"
6171,"November 1, 2019"
6172,"May 18, 2019"
6173,"February 20, 2018"
6174,"February 9, 2019"
6175,"May 27, 2018"
6176,"July 16, 2019"
6177,"February 15, 2019"
6178,"February 27, 2019"
6179,"January 1, 2020"
6180,"September 1, 2019"
6181,"August 27, 2020"
6182,"February 2, 2018"
6183,"July 1, 2019"
6184,"October 1, 2019"
6185,"May 9, 2019"
6186,"September 20, 2018"
6187,"March 31, 2019"
6188,"July 14, 2020"
6189,"March 10, 2017"
6190,"April 1, 2019"
6191,"March 23, 2020"
6192,"March 24, 2017"
6193,"October 13, 2020"
6194,"December 4, 2018"
6195,"November 27, 2020"
6196,"April 1, 2019"
6197,"July 20, 2018"
6198,"June 1, 2020"
6199,"February 1, 2020"
6200,"May 1, 2018"
6201,"November 21, 2017"
6202,"June 21, 2019"
6203,"January 1, 2021"
6204,"June 13, 2019"
6205,"September 1, 2019"
6206,"April 17, 2018"
6207,"December 15, 2020"
6208,"November 29, 2019"
6209,"February 4, 2017"
6210,"June 15, 2020"
6211,"September 24, 2020"
6212,"August 1, 2019"
6213,"June 20, 2019"
6214,"April 14, 2017"
6215,"December 6, 2019"
6216,"May 8, 2016"
6217,"November 1, 2019"
6218,"November 22, 2018"
6219,"November 25, 2020"
6220,"March 1, 2019"
6221,"November 1, 2019"
6222,"January 1, 2020"
6223,"March 11, 2020"
6224,"April 9, 2020"
6225,"May 1, 2018"
6226,"July 10, 2020"
6227,"December 29, 2017"
6228,"February 5, 2018"
6229,"November 15, 2019"
6230,"February 1, 2018"
6231,"February 8, 2020"
6232,"August 31, 2018"
6233,"October 19, 2019"
6234,"July 28, 2018"
6235,"July 23, 2019"
6236,"December 21, 2020"
6237,"December 6, 2019"
6238,"June 21, 2019"
6239,"February 6, 2019"
6240,"March 8, 2019"
6241,"August 23, 2019"
6242,"January 8, 2018"
6243,"April 25, 2019"
6244,"August 1, 2018"
6245,"January 1, 2020"
6246," April 20, 2017"
6247,"January 1, 2021"
6248,"August 24, 2020"
6249,"November 15, 2018"
6250,"November 26, 2019"
6251,"August 20, 2020"
6252,"July 29, 2019"
6253,"January 1, 2019"
6254,"November 15, 2020"
6255,"October 1, 2019"
6256,"January 1, 2020"
6257,"September 14, 2019"
6258,"December 8, 2016"
6259,"October 12, 2018"
6260,"September 15, 2019"
6261,"April 2, 2017"
6262,"December 1, 2020"
6263,"January 1, 2018"
6264,"December 8, 2018"
6265,"December 16, 2019"
6266,"May 1, 2019"
6267,"August 30, 2019"
6268,"December 31, 2019"
6269,"June 23, 2018"
6270,"June 16, 2020"
6271,"April 26, 2017"
6272,"March 4, 2019"
6273,"October 20, 2017"
6274," June 30, 2015"
6275,"October 30, 2020"
6276,"June 1, 2017"
6277,"April 25, 2020"
6278,"October 6, 2017"
6279,"March 4, 2020"
6280,"April 3, 2020"
6281,"September 3, 2018"
6282,"August 31, 2020"
6283,"March 27, 2020"
6284,"November 1, 2019"
6285,"May 12, 2019"
6286,"December 31, 2019"
6287,"May 14, 2020"
6288,"January 1, 2021"
6289,"November 8, 2018"
6290,"February 15, 2019"
6291,"September 16, 2020"
6292,"July 23, 2018"
6293,"November 20, 2019"
6294,"April 1, 2019"
6295,"November 4, 2019"
6296,"October 26, 2020"
6297,"January 15, 2019"
6298,"May 15, 2017"
6299,"August 1, 2018"
6300,"March 22, 2019"
6301,"March 15, 2019"
6302,"June 1, 2020"
6303,"March 1, 2019"
6304,"December 30, 2019"
6305,"March 31, 2017"
6306,"September 1, 2017"
6307,"May 27, 2016"
6308,"January 15, 2019"
6309,"January 15, 2019"
6310,"November 22, 2019"
6311,"October 1, 2017"
6312,"June 1, 2017"
6313,"October 4, 2018"
6314,"September 1, 2017"
6315,"February 21, 2019"
6316,"August 24, 2018"
6317,"September 11, 2020"
6318,"June 2, 2019"
6319,"January 1, 2020"
6320,"January 1, 2020"
6321,"March 25, 2019"
6322,"May 8, 2020"
6323,"June 19, 2019"
6324,"February 1, 2019"
6325,"August 31, 2017"
6326,"September 30, 2018"
6327,"June 19, 2020"
6328,"May 17, 2020"
6329,"June 21, 2019"
6330,"November 5, 2019"
6331,"July 26, 2018"
6332,"September 19, 2018"
6333,"November 6, 2020"
6334,"March 20, 2020"
6335,"July 19, 2019"
6336,"July 10, 2020"
6337,"January 10, 2020"
6338,"July 26, 2019"
6339,"December 9, 2020"
6340,"April 6, 2017"
6341,"July 1, 2020"
6342,"June 1, 2020"
6343,"November 1, 2017"
6344,"March 31, 2017"
6345,"June 1, 2016"
6346,"July 1, 2018"
6347,"September 1, 2016"
6348,"January 13, 2019"
6349,"October 1, 2019"
6350,"January 1, 2020"
6351,"November 20, 2018"
6352,"December 20, 2019"
6353,"September 20, 2016"
6354,"December 3, 2019"
6355,"November 20, 2019"
6356,"September 15, 2017"
6357,"July 31, 2018"
6358,"December 14, 2018"
6359,"May 20, 2020"
6360,"October 1, 2019"
6361,"October 1, 2019"
6362,"April 6, 2020"
6363,"July 28, 2018"
6364,"July 1, 2019"
6365,"January 29, 2018"
6366,"February 14, 2020"
6367,"February 16, 2020"
6368,"October 11, 2019"
6369,"April 30, 2020"
6370,"September 11, 2017"
6371,"October 9, 2020"
6372," October 5, 2017"
6373,"August 21, 2020"
6374,"February 20, 2018"
6375,"October 1, 2017"
6376,"January 1, 2018"
6377,"August 27, 2020"
6378,"June 24, 2016"
6379," February 1, 2017"
6380,"February 15, 2017"
6381,"July 1, 2016"
6382,"August 15, 2020"
6383,"October 16, 2019"
6384,"November 15, 2019"
6385,"November 1, 2020"
6386,"December 8, 2018"
6387,"January 31, 2019"
6388,"April 7, 2017"
6389,"February 14, 2020"
6390,"January 23, 2020"
6391,"April 7, 2020"
6392,"November 15, 2018"
6393,"September 10, 2020"
6394,"August 21, 2019"
6395,"November 24, 2017"
6396,"January 5, 2021"
6397,"November 1, 2017"
6398,"June 1, 2017"
6399,"June 26, 2019"
6400,"August 30, 2019"
6401,"January 24, 2018"
6402,"September 21, 2018"
6403,"November 1, 2020"
6404,"December 5, 2016"
6405,"September 26, 2020"
6406,"November 20, 2019"
6407,"January 24, 2020"
6408,"October 20, 2018"
6409,"October 19, 2018"
6410,"October 19, 2018"
6411,"October 19, 2018"
6412,"August 8, 2020"
6413,"September 26, 2019"
6414,"April 8, 2019"
6415,"September 25, 2020"
6416,"December 4, 2020"
6417,"December 1, 2018"
6418,"November 1, 2018"
6419,"December 31, 2019"
6420,"July 24, 2019"
6421,"August 14, 2020"
6422,"May 11, 2019"
6423,"November 1, 2019"
6424,"March 31, 2017"
6425,"April 18, 2020"
6426,"November 16, 2019"
6427,"September 1, 2017"
6428,"August 10, 2018"
6429,"December 1, 2020"
6430,"March 2, 2019"
6431,"May 1, 2020"
6432,"December 1, 2020"
6433,"March 5, 2019"
6434,"October 25, 2017"
6435,"April 25, 2019"
6436,"July 29, 2020"
6437,"December 11, 2017"
6438,"January 1, 2021"
6439,"October 9, 2020"
6440,"October 12, 2018"
6441,"October 4, 2018"
6442,"June 1, 2020"
6443,"January 13, 2020"
6444,"January 14, 2021"
6445,"May 1, 2020"
6446,"May 7, 2019"
6447,"June 1, 2020"
6448,"September 4, 2019"
6449,"June 1, 2016"
6450,"February 26, 2018"
6451,"March 29, 2019"
6452,"December 23, 2020"
6453,"September 20, 2019"
6454,"November 2, 2018"
6455,"December 1, 2020"
6456,"May 8, 2020"
6457,"March 16, 2017"
6458,"October 23, 2018"
6459,"July 25, 2018"
6460,"June 2, 2017"
6461,"April 17, 2018"
6462,"October 11, 2019"
6463,"January 9, 2018"
6464,"April 23, 2020"
6465,"November 1, 2019"
6466,"June 30, 2017"
6467,"March 31, 2017"
6468,"October 22, 2020"
6469,"April 1, 2017"
6470,"December 18, 2018"
6471,"October 22, 2020"
6472,"January 31, 2019"
6473,"May 14, 2017"
6474,"September 26, 2018"
6475,"February 1, 2017"
6476,"September 12, 2019"
6477,"January 8, 2021"
6478,"April 1, 2020"
6479,"March 8, 2019"
6480,"November 1, 2020"
6481,"August 1, 2017"
6482,"January 10, 2020"
6483," January 1, 2018"
6484,"June 19, 2017"
6485,"July 28, 2017"
6486,"March 1, 2019"
6487,"January 30, 2019"
6488,"December 19, 2017"
6489,"November 1, 2020"
6490,"October 11, 2019"
6491,"August 1, 2018"
6492,"September 26, 2019"
6493,"April 15, 2020"
6494,"December 14, 2018"
6495,"August 24, 2018"
6496,"May 15, 2017"
6497,"February 21, 2019"
6498,"April 25, 2020"
6499,"November 1, 2016"
6500,"January 11, 2021"
6501,"January 1, 2020"
6502,"March 5, 2020"
6503,"August 3, 2017"
6504,"July 1, 2017"
6505,"July 8, 2016"
6506,"December 1, 2016"
6507,"November 27, 2019"
6508,"December 5, 2019"
6509,"July 7, 2019"
6510,"November 15, 2017"
6511,"November 29, 2019"
6512,"August 1, 2017"
6513,"November 4, 2016"
6514,"January 2, 2018"
6515,"December 1, 2017"
6516,"March 8, 2019"
6517,"July 15, 2018"
6518,"November 7, 2017"
6519,"November 2, 2018"
6520,"May 11, 2019"
6521,"October 30, 2018"
6522,"October 1, 2019"
6523,"October 17, 2019"
6524,"May 19, 2017"
6525,"September 1, 2018"
6526,"November 10, 2017"
6527,"April 5, 2020"
6528,"October 12, 2018"
6529,"May 1, 2019"
6530,"November 1, 2019"
6531,"April 18, 2020"
6532,"August 16, 2019"
6533,"June 2, 2018"
6534,"February 15, 2019"
6535,"May 11, 2018"
6536,"July 24, 2020"
6537,"October 19, 2020"
6538,"November 21, 2019"
6539,"October 25, 2019"
6540," March 20, 2018"
6541,"January 30, 2018"
6542,"September 1, 2019"
6543,"June 4, 2018"
6544,"June 18, 2020"
6545,"November 22, 2016"
6546,"March 13, 2019"
6547,"September 14, 2018"
